emp_no,first_name,last_name,title,from_date,to_date
11684,Oksana,Gide,Senior Staff,2/21/1995,1/1/9999
11690,Domenick,Raczkowsky,Staff,9/23/1997,1/1/9999
11693,Hideo,Coorg,Senior Engineer,8/24/1991,1/1/9999
11696,Dante,Rothe,Senior Staff,10/23/1994,1/1/9999
11713,Danel,Heusch,Senior Engineer,10/3/2000,1/1/9999
11732,Sanjoy,Ranft,Senior Engineer,12/22/1996,1/1/9999
11733,Leszek,Sudbeck,Senior Engineer,1/11/2001,1/1/9999
11735,Amalendu,Picci,Senior Staff,7/14/1997,1/1/9999
11736,Shugo,Uchoa,Senior Engineer,3/7/1994,1/1/9999
11737,Martina,Garnier,Assistant Engineer,7/11/1995,1/1/9999
11746,Koichi,Marrakchi,Senior Staff,11/18/1995,1/1/9999
11748,Lihong,Massonet,Engineer,7/24/1996,1/1/9999
11751,Jiafu,Emiris,Senior Staff,11/3/1993,1/1/9999
11756,Abdelwaheb,Vakili,Engineer,11/26/1999,1/1/9999
11763,Yuriy,Liesche,Engineer,4/18/1997,1/1/9999
11764,Sanjay,Anick,Senior Engineer,12/15/1996,1/1/9999
11765,Zorica,Junet,Senior Staff,7/3/2000,1/1/9999
11769,Chandrasekaran,Lampe,Senior Staff,10/22/2001,1/1/9999
11770,Arumugam,Jakobus,Senior Engineer,11/29/2000,1/1/9999
11772,Gaurav,Penz,Engineer,11/7/1999,1/1/9999
11774,Aron,Wroclawski,Engineer,11/26/1998,1/1/9999
11778,Dhritiman,Fontan,Senior Engineer,12/28/1997,1/1/9999
11779,Shunichi,Thombley,Staff,11/21/1996,1/1/9999
11791,Gal,Mamelak,Senior Engineer,11/15/1994,1/1/9999
11797,Chenxi,Thambidurai,Senior Staff,8/30/1996,1/1/9999
11801,Tommaso,Dayang,Senior Staff,6/12/1997,1/1/9999
11807,Chriss,Binding,Technique Leader,7/11/1992,1/1/9999
11810,Amabile,Bhattacharjee,Senior Engineer,1/5/1992,1/1/9999
11811,Herb,Boissier,Senior Staff,3/28/1998,1/1/9999
11817,Niranjan,Markovitch,Senior Staff,4/12/1993,1/1/9999
11822,Sastry,Madeira,Staff,7/7/1996,1/1/9999
11823,Weiyi,Iacovou,Senior Engineer,10/23/1995,1/1/9999
11829,Chaosheng,Pettis,Assistant Engineer,10/11/1999,1/1/9999
11832,Arto,Zlotek,Engineer,2/4/1996,1/1/9999
11836,Ortrud,Bakhtari,Senior Staff,7/28/1989,1/1/9999
11841,Elvia,Bugrara,Staff,4/2/1996,1/1/9999
11842,Moto,Piazza,Senior Staff,12/11/1999,1/1/9999
11844,Shawna,Demeyer,Senior Engineer,1/27/1995,1/1/9999
11846,Fai,Perly,Senior Engineer,6/22/1999,1/1/9999
11853,Zeljko,Kusakabe,Senior Staff,11/17/1996,1/1/9999
11857,Divier,Farrag,Senior Staff,8/27/1986,1/1/9999
11862,Alejandra,Deville,Senior Engineer,1/20/1998,1/1/9999
11864,Pradeep,Kriebel,Staff,11/2/1995,1/1/9999
11868,Kwee,Demke,Engineer,4/3/1995,1/1/9999
11869,Fumino,Luca,Engineer,8/12/1996,1/1/9999
11871,Nalini,Sommen,Senior Engineer,10/13/1998,1/1/9999
11872,Cheong,Riexinger,Senior Staff,2/12/2002,1/1/9999
11876,Leszek,Kobuchi,Senior Engineer,6/7/2000,1/1/9999
11881,Arra,Staelin,Senior Staff,4/8/1995,1/1/9999
11888,Badri,Azulay,Senior Staff,11/28/1999,1/1/9999
11894,Mitchel,Validov,Senior Engineer,6/22/1988,1/1/9999
11896,Shaunak,Benzmuller,Technique Leader,7/4/1990,1/1/9999
11897,Cordelia,Setlzner,Senior Staff,6/16/1997,1/1/9999
11906,Hideo,Boguraev,Engineer,2/7/1999,1/1/9999
11911,Ashish,Mondadori,Senior Engineer,6/5/1995,1/1/9999
11915,Miomir,Mawatari,Senior Engineer,6/28/2001,1/1/9999
11917,Jiakeng,VanScheik,Engineer,3/8/1997,1/1/9999
11926,Leni,Felcyn,Engineer,9/18/1998,1/1/9999
11931,Gunilla,Chiodo,Senior Staff,1/13/2000,1/1/9999
11933,Basil,Erman,Senior Engineer,6/12/1992,1/1/9999
11938,Aruna,Verspoor,Staff,7/15/1994,1/1/9999
11940,Ult,Anido,Assistant Engineer,11/2/1996,1/1/9999
11944,Along,Aumann,Senior Engineer,12/1/1994,1/1/9999
11945,Limsoon,Marakhovsky,Staff,1/21/1994,1/1/9999
11948,Yahiko,Nergos,Senior Engineer,5/10/2002,1/1/9999
11949,Martijn,Harbusch,Technique Leader,3/11/1985,1/1/9999
11951,Bernt,Haumacher,Senior Engineer,10/13/2001,1/1/9999
11965,Arup,Morrey,Engineer,10/7/1993,1/1/9999
11972,Sibyl,Beausoleil,Senior Staff,4/25/1994,1/1/9999
11980,Yechezkel,Pews,Staff,2/18/1998,1/1/9999
11983,Jaana,Hedayat,Senior Engineer,10/11/1994,1/1/9999
11989,Erzsebet,Peltason,Technique Leader,1/7/1989,1/1/9999
11993,Marit,Dalphin,Senior Staff,10/22/1996,1/1/9999
11994,Sigeru,Fiebach,Senior Staff,11/11/1999,1/1/9999
12007,Marko,Dehkordi,Senior Engineer,5/17/1996,1/1/9999
12011,Zhilian,Coorg,Senior Staff,7/22/1997,1/1/9999
12015,Kensei,Guenter,Staff,11/16/1999,1/1/9999
12021,Chikara,Rahimi,Senior Engineer,9/29/2000,1/1/9999
12023,Chuanyi,Eppinger,Technique Leader,12/8/1994,1/1/9999
12024,Mayumi,Lanzelotte,Staff,11/3/1997,1/1/9999
12028,Ingemar,Walstra,Senior Engineer,9/2/1997,1/1/9999
12030,Shuky,Cromarty,Staff,6/24/1996,1/1/9999
12034,Aemilian,Piazza,Staff,11/22/1995,1/1/9999
12036,Mads,Ratzlaff,Senior Staff,9/5/1995,1/1/9999
12037,Arunas,Katzenelson,Senior Staff,9/30/1992,1/1/9999
12040,Bluma,Kermarrec,Senior Staff,9/28/1998,1/1/9999
12043,Masaki,Lubachevsky,Staff,1/5/2000,1/1/9999
12044,Rance,Hemaspaandra,Senior Engineer,4/19/1990,1/1/9999
12047,Jordanka,Ligten,Assistant Engineer,8/23/1996,1/1/9999
12050,Yuchang,Tchuente,Engineer,4/1/1996,1/1/9999
12053,Yechezkel,Pelc,Senior Engineer,11/12/1989,1/1/9999
12054,Odysseas,Braccini,Staff,8/6/1999,1/1/9999
12060,Toshimi,Antonakopoulos,Technique Leader,6/21/1996,1/1/9999
12062,Margareta,Worfolk,Senior Staff,1/4/1996,1/1/9999
12063,Lein,Bale,Senior Engineer,7/24/2002,1/1/9999
12069,Ayonca,Burnard,Senior Engineer,5/13/1995,1/1/9999
12070,Ger,Shokrollahi,Technique Leader,11/14/1988,1/1/9999
12076,Karlis,Siprelle,Senior Staff,3/25/1985,1/1/9999
12080,Panayotis,Feinberg,Senior Staff,5/17/2001,1/1/9999
12082,Xinan,Yamaashi,Senior Staff,1/29/1992,1/1/9999
12089,Bilhanan,Socorro,Senior Staff,10/22/1994,1/1/9999
12090,Shigenori,Angelopoulos,Engineer,10/3/1999,1/1/9999
12091,Lansing,Cunliffe,Senior Engineer,3/21/1989,1/1/9999
12092,Kauko,Unno,Senior Staff,8/8/1998,1/1/9999
12093,Evgueni,Oxenboll,Senior Engineer,1/19/1999,1/1/9999
12094,Weiru,Pearson,Senior Staff,4/27/1989,1/1/9999
12099,Nobuyoshi,Kuzuoka,Senior Staff,2/15/1999,1/1/9999
12102,Aron,Erde,Staff,2/17/1994,1/1/9999
12112,Satyanarayana,Avouris,Senior Staff,9/26/1997,1/1/9999
12114,Shiv,Rubsam,Staff,2/4/1997,1/1/9999
12122,Satoru,Krone,Senior Engineer,7/23/1992,1/1/9999
12123,Xiahua,Syrzycki,Senior Staff,7/18/1994,1/1/9999
12125,Shounak,Erman,Engineer,3/31/1997,1/1/9999
12138,Takahito,Brender,Engineer,2/23/1996,1/1/9999
12140,Xudong,Paciorek,Senior Staff,11/15/1996,1/1/9999
12149,Suebskul,Grandbois,Senior Staff,10/1/1988,1/1/9999
12159,Shem,Perly,Senior Engineer,7/17/1985,1/1/9999
12160,Aamer,Garrabrants,Senior Staff,9/19/1989,1/1/9999
12164,Muneo,Chachaty,Engineer,5/14/1996,1/1/9999
12165,Xiaobin,Maquelin,Senior Engineer,8/29/1994,1/1/9999
12168,Arnd,Salverda,Senior Staff,6/21/1996,1/1/9999
12172,Jianhua,Llado,Senior Staff,12/8/1990,1/1/9999
12174,Slavian,Plavsic,Senior Engineer,1/9/1996,1/1/9999
12183,Harngdar,Iisaku,Engineer,4/4/1998,1/1/9999
12186,Guther,Nooteboom,Senior Staff,1/24/1998,1/1/9999
12190,Abdulah,Engberts,Senior Engineer,12/13/1997,1/1/9999
12191,Rosella,Bazzichi,Engineer,11/22/1998,1/1/9999
12192,Feiyu,Klyachko,Senior Engineer,9/2/1991,1/1/9999
12205,Sushant,Rossi,Senior Engineer,11/11/1987,1/1/9999
12206,Barton,Janetzko,Senior Engineer,3/27/2001,1/1/9999
12210,Vugranam,Ashish,Senior Staff,11/8/1997,1/1/9999
12213,Kwangho,Brizzi,Senior Staff,10/31/2000,1/1/9999
12216,Aloke,Mansanne,Engineer,10/25/1995,1/1/9999
12218,Yaghout,Strooper,Senior Engineer,3/11/2000,1/1/9999
12219,Junsik,Gadepally,Senior Staff,6/13/1995,1/1/9999
12221,Vincent,Melter,Senior Engineer,9/16/1991,1/1/9999
12222,Abdelwaheb,Holburn,Senior Staff,8/14/1996,1/1/9999
12223,Niteen,Koyama,Senior Engineer,8/13/1995,1/1/9999
12230,Yuriy,Bellone,Engineer,4/13/1997,1/1/9999
12231,Nishit,Bharadwaj,Senior Engineer,5/19/1990,1/1/9999
12235,Honesty,Haumacher,Staff,7/10/1997,1/1/9999
12242,Satoru,Wolniewicz,Engineer,11/11/2000,1/1/9999
12247,Subbu,Penttonen,Technique Leader,4/9/1985,1/1/9999
12249,Eldridge,Sadowski,Senior Engineer,6/20/1996,1/1/9999
12250,Kerhong,Aloia,Senior Engineer,4/25/1991,1/1/9999
12256,Guadalupe,Reghbati,Senior Staff,8/26/1992,1/1/9999
12258,Kankanahalli,Eiter,Senior Engineer,6/22/1999,1/1/9999
12264,Mart,Pagter,Engineer,1/9/1998,1/1/9999
12269,Mohammed,Whitcomb,Senior Engineer,7/5/2000,1/1/9999
12270,Shakhar,Kornyak,Senior Staff,8/19/1996,1/1/9999
12272,Behnaam,Grandbois,Senior Staff,12/7/1992,1/1/9999
12273,Jaideep,Uehara,Senior Staff,2/14/1998,1/1/9999
12281,Hisao,Langford,Senior Engineer,9/22/2000,1/1/9999
12282,Tadahiro,Delgrange,Engineer,10/6/1999,1/1/9999
12291,Masamitsu,Koyama,Senior Staff,3/29/1999,1/1/9999
12298,Tetsurou,Rodham,Senior Engineer,3/31/1994,1/1/9999
12308,Mototsugu,Cronau,Senior Staff,8/11/1991,1/1/9999
12311,Susanne,Lubachevsky,Senior Engineer,10/22/1985,1/1/9999
12316,Hyuncheol,Duclos,Engineer,4/5/1998,1/1/9999
12317,Weiyi,Crabtree,Staff,8/11/1996,1/1/9999
12327,DAIDA,Bruckman,Senior Engineer,10/15/1992,1/1/9999
12328,Atilio,Prampolini,Staff,5/3/1997,1/1/9999
12338,Kagan,Besselaar,Staff,1/10/1997,1/1/9999
12339,Pranay,Czaja,Staff,7/18/1996,1/1/9999
12341,Rasiah,Luga,Senior Engineer,5/25/1990,1/1/9999
12343,Sorina,Slaats,Senior Staff,8/25/1997,1/1/9999
12355,Vidar,Hutton,Senior Engineer,11/8/1995,1/1/9999
12364,Neelam,Cummings,Assistant Engineer,11/2/1998,1/1/9999
12365,Kamakshi,Bisiani,Senior Engineer,9/12/1994,1/1/9999
12368,Gor,Dechter,Senior Staff,6/14/2000,1/1/9999
12373,Mooi,Driscoll,Senior Staff,11/11/1993,1/1/9999
12379,Kazuhisa,Serna,Technique Leader,6/2/1996,1/1/9999
12381,Amalendu,Klerer,Senior Staff,6/24/1998,1/1/9999
12388,Arumugam,Hebert,Senior Engineer,9/11/1997,1/1/9999
12394,Stevo,Reeken,Engineer,9/26/1998,1/1/9999
12395,Sanjit,Felder,Senior Staff,6/5/1995,1/1/9999
12399,Mihalis,Luga,Senior Staff,12/6/1996,1/1/9999
12411,Shao,Ibel,Senior Staff,8/17/1991,1/1/9999
12413,Hugh,Gadepally,Senior Engineer,3/4/1999,1/1/9999
12417,Dannz,Spelt,Senior Engineer,2/2/1998,1/1/9999
12421,Toshimi,Gulik,Senior Engineer,10/29/1996,1/1/9999
12422,Berhard,Demos,Senior Staff,6/7/2001,1/1/9999
12426,Shahaf,Valtorta,Technique Leader,5/17/1999,1/1/9999
12427,Zissis,Daescu,Senior Staff,9/9/2000,1/1/9999
12434,Xumin,Bernardinello,Engineer,9/11/1994,1/1/9999
12438,Yongmao,Mondadori,Senior Staff,12/20/1999,1/1/9999
12450,Sanjeeva,Perng,Senior Engineer,2/2/1999,1/1/9999
12452,Hiroyasu,Francisci,Engineer,9/28/1997,1/1/9999
12454,Kerryn,Farris,Staff,12/18/1998,1/1/9999
12464,Shai,Milicic,Staff,6/1/1998,1/1/9999
12466,Cullen,Nations,Senior Staff,2/19/1994,1/1/9999
12468,Ioana,Baezner,Staff,12/8/1993,1/1/9999
12475,Filipe,Roison,Senior Engineer,4/25/1996,1/1/9999
12480,Tetsushi,Schade,Staff,12/21/1997,1/1/9999
12487,Mona,Reghbati,Senior Staff,12/7/1998,1/1/9999
12488,Etsuo,Gerteisen,Senior Engineer,4/27/1995,1/1/9999
12489,Arnould,Munck,Senior Engineer,4/11/1986,1/1/9999
12490,Jackson,Muchinsky,Senior Engineer,5/8/2000,1/1/9999
12492,Kristinn,Hammerschmidt,Senior Engineer,11/16/1992,1/1/9999
12497,Stein,Penz,Senior Staff,9/25/1997,1/1/9999
12499,Izaskun,Lamba,Senior Staff,8/27/1997,1/1/9999
12501,Morrie,Matheson,Senior Staff,6/5/1986,1/1/9999
12502,Danil,VanScheik,Senior Engineer,6/6/1989,1/1/9999
12504,Adly,Rosaz,Engineer,8/14/1997,1/1/9999
12506,Gay,Rodite,Engineer,8/29/1997,1/1/9999
12509,Rutger,Krzyzanowski,Senior Staff,9/25/1997,1/1/9999
12514,Tomofumi,Melter,Engineer,11/13/1999,1/1/9999
12515,Pranav,Wilharm,Senior Engineer,1/27/2000,1/1/9999
12520,Goetz,Basart,Engineer,3/6/1999,1/1/9999
12522,Trygve,Zhang,Technique Leader,1/28/1999,1/1/9999
12523,Tonia,Casley,Senior Staff,1/22/1990,1/1/9999
12524,Tetsushi,Demeyer,Engineer,12/19/1996,1/1/9999
12528,Conor,Cincotta,Senior Staff,9/24/1997,1/1/9999
12534,Yongmao,Gerlach,Senior Engineer,8/14/1985,1/1/9999
12537,Avishai,Gonthier,Senior Staff,5/19/2001,1/1/9999
12540,Poornachandra,Bresenham,Senior Staff,11/28/1998,1/1/9999
12541,Shih,Nanard,Senior Staff,8/31/1996,1/1/9999
12542,Kazuhide,Bouloucos,Senior Staff,9/11/1993,1/1/9999
12551,Jeane,Tzvieli,Senior Engineer,12/3/1993,1/1/9999
12553,Aral,Vesna,Senior Staff,2/28/1987,1/1/9999
12555,Spyrose,DuCasse,Assistant Engineer,7/23/1995,1/1/9999
12557,Stafford,Kopetz,Senior Engineer,3/20/1988,1/1/9999
12558,Danco,Niizuma,Senior Engineer,8/12/1989,1/1/9999
12563,Honesty,Ducloy,Engineer,3/8/1998,1/1/9999
12564,Remco,Nitsche,Staff,11/3/1998,1/1/9999
12571,Abdelaziz,Candan,Engineer,4/23/2002,1/1/9999
12574,Mong,Gelosh,Engineer,1/8/1999,1/1/9999
12586,Oguz,Tasistro,Senior Engineer,4/30/2001,1/1/9999
12588,Yagil,Kenevan,Senior Engineer,2/8/2002,1/1/9999
12589,Anoosh,Chleq,Senior Engineer,9/8/1997,1/1/9999
12590,Gita,Rosenbaum,Senior Staff,2/25/1993,1/1/9999
12596,Breannda,Roisin,Senior Staff,9/29/1996,1/1/9999
12597,Kazuhito,Petereit,Senior Staff,12/13/1999,1/1/9999
12601,Ghassan,Simkin,Senior Engineer,7/9/2002,1/1/9999
12603,Utpal,Roison,Staff,6/10/1997,1/1/9999
12608,Nectarios,Mondadori,Senior Staff,2/22/2000,1/1/9999
12612,Chandrasekaran,Thimonier,Staff,5/29/1999,1/1/9999
12617,Shawna,Rusterholz,Senior Staff,3/2/1996,1/1/9999
12623,Raimond,Scharstein,Senior Staff,11/3/2000,1/1/9999
12626,Gill,Comyn,Senior Engineer,9/24/2000,1/1/9999
12630,Sreekrishna,Falco,Senior Staff,6/3/1997,1/1/9999
12635,Xinyu,Restivo,Senior Engineer,2/3/2000,1/1/9999
12636,Yuuichi,Debuse,Senior Staff,10/22/1996,1/1/9999
12638,Yuqun,Seiwald,Engineer,4/29/1999,1/1/9999
12639,Zeljko,Schapire,Senior Engineer,5/21/2002,1/1/9999
12642,Suebskul,Gips,Senior Staff,10/28/2001,1/1/9999
12644,Bernt,Jayawardene,Senior Engineer,10/29/1994,1/1/9999
12645,Kyoichi,Decaestecker,Staff,5/21/1999,1/1/9999
12651,Pragnesh,Bael,Senior Staff,1/27/1988,1/1/9999
12656,Seshu,Morton,Senior Staff,6/27/2001,1/1/9999
12662,Leucio,Alvarado,Engineer,8/27/1994,1/1/9999
12663,Nobuyoshi,Stellhorn,Technique Leader,9/29/1986,1/1/9999
12664,Zhonghua,Parveen,Staff,8/4/1999,1/1/9999
12666,Stamatina,Prenel,Engineer,4/19/1998,1/1/9999
12670,Seongbae,Alameldin,Engineer,9/10/1999,1/1/9999
12672,Mayumi,Varman,Senior Engineer,4/2/1998,1/1/9999
12680,Bader,Staudhammer,Staff,11/12/1995,1/1/9999
12687,Weicheng,Badache,Staff,4/12/1998,1/1/9999
12689,Luerbio,Boudaillier,Senior Engineer,11/23/2001,1/1/9999
12691,Oddvar,Gils,Senior Engineer,8/25/1998,1/1/9999
12697,Uri,Brizzi,Senior Staff,7/11/1994,1/1/9999
12707,Gregory,Zastre,Staff,6/24/1998,1/1/9999
12709,Ronghao,Botman,Senior Engineer,2/25/2001,1/1/9999
12715,Honglan,Showalter,Staff,7/5/1996,1/1/9999
12717,Tzu,Jiafu,Staff,10/20/1999,1/1/9999
12722,Elliott,Cheshire,Senior Staff,3/29/1985,1/1/9999
12725,Inderjeet,Flexer,Senior Staff,5/28/1999,1/1/9999
12726,Fumitake,Panwar,Senior Engineer,5/19/1994,1/1/9999
12729,Nahla,Rahier,Senior Engineer,10/15/1997,1/1/9999
12731,Yongmao,Waymire,Senior Staff,4/5/1988,1/1/9999
12732,Mara,Takanami,Senior Staff,4/6/1988,1/1/9999
12734,Gil,Frijda,Senior Engineer,3/3/1986,1/1/9999
12746,Heekeun,Lunn,Senior Engineer,7/8/1999,1/1/9999
12747,Salvador,Atrawala,Technique Leader,5/23/1994,1/1/9999
12748,Berry,Kakkar,Engineer,12/13/1998,1/1/9999
12753,Kazuhito,Syrotiuk,Senior Engineer,8/26/1999,1/1/9999
12754,Ronnie,Tetzlaff,Senior Engineer,9/17/1998,1/1/9999
12755,Rildo,Rodite,Senior Staff,3/18/1994,1/1/9999
12761,Hitofumi,Schaad,Senior Staff,5/6/2002,1/1/9999
12769,Abdelwaheb,Gluchowski,Engineer,9/2/1994,1/1/9999
12770,Maik,Benzaken,Senior Staff,11/16/1990,1/1/9999
12773,Jenwei,Lovengreen,Senior Engineer,3/5/1994,1/1/9999
12774,Moon,Asrin,Engineer,8/2/1997,1/1/9999
12777,Sreenivas,Cichocki,Senior Staff,8/20/1999,1/1/9999
12785,Bouchung,Armand,Senior Engineer,12/29/1996,1/1/9999
12786,Weiyi,Schusler,Engineer,12/8/1999,1/1/9999
12789,Sanjai,Felcyn,Engineer,9/24/1996,1/1/9999
12790,Gunilla,Perl,Senior Staff,8/7/2000,1/1/9999
12795,Masoud,Fordan,Senior Staff,6/23/1997,1/1/9999
12796,Saniya,Stanfel,Senior Engineer,5/24/2001,1/1/9999
12798,Lillian,Beeson,Senior Staff,12/26/1996,1/1/9999
12799,Tiina,Businaro,Senior Staff,12/25/1993,1/1/9999
12803,Gad,Boissier,Senior Staff,3/16/1990,1/1/9999
12807,Gretta,Babb,Senior Engineer,8/6/1996,1/1/9999
12810,Kristof,Staelin,Technique Leader,7/6/1996,1/1/9999
12815,Sushant,Junot,Senior Staff,2/27/1993,1/1/9999
12819,Mountaz,Gubsky,Senior Engineer,9/9/1996,1/1/9999
12821,Arco,Gihr,Engineer,5/4/1997,1/1/9999
12828,Oksana,Camurati,Staff,6/7/1999,1/1/9999
12829,Harngdar,Harbusch,Senior Engineer,7/5/2000,1/1/9999
12840,Zhensheng,Ferretti,Engineer,9/10/1994,1/1/9999
12843,Yinlin,Heijenga,Senior Engineer,10/23/1998,1/1/9999
12848,Kazuhide,Smeets,Engineer,5/11/1997,1/1/9999
12851,Kwangyoen,Ramsay,Staff,8/25/1998,1/1/9999
12855,Mabhin,Murrill,Senior Staff,8/12/1997,1/1/9999
12857,Alagu,Gils,Senior Engineer,7/5/1995,1/1/9999
12863,Leif,Matheson,Senior Engineer,9/6/1990,1/1/9999
12865,Katsuyuki,Rothe,Senior Staff,2/14/1994,1/1/9999
12868,Berthier,Nanard,Senior Engineer,1/7/1990,1/1/9999
12869,Jacopo,Swiler,Staff,1/2/1999,1/1/9999
12872,Marl,Schmittgen,Senior Staff,9/9/1993,1/1/9999
12879,Baruch,Eugenio,Senior Engineer,6/11/1995,1/1/9999
12881,Huai,Yurek,Staff,8/25/1999,1/1/9999
12885,Anwar,Collavizza,Senior Engineer,9/11/1990,1/1/9999
12887,Hilari,DuBourdieux,Senior Engineer,9/19/2001,1/1/9999
12889,Mayumi,Mukaidono,Engineer,4/28/1999,1/1/9999
12890,Neven,Casley,Senior Staff,10/31/1985,1/1/9999
12893,Licheng,Crouzet,Senior Staff,3/18/1995,1/1/9999
12895,Roddy,Serot,Senior Engineer,8/15/1993,1/1/9999
12899,Chinho,Sethi,Senior Staff,1/13/1998,1/1/9999
12905,Munehiro,Gecsei,Senior Engineer,7/18/1993,1/1/9999
12910,Uno,Casley,Staff,3/16/1998,1/1/9999
12915,Arco,Ligten,Senior Staff,3/31/2000,1/1/9999
12923,Chaosheng,Journel,Senior Engineer,1/2/1997,1/1/9999
12926,Heekeun,Luby,Senior Staff,12/24/1992,1/1/9999
12934,Adil,Solares,Senior Engineer,10/15/1996,1/1/9999
12936,Reinhold,Farrow,Technique Leader,11/10/1994,1/1/9999
12940,Odinaldo,Farrar,Senior Engineer,12/11/1992,1/1/9999
12941,Tommaso,Perelgut,Senior Engineer,11/6/1995,1/1/9999
12944,Alselm,Benzmuller,Senior Staff,6/24/2001,1/1/9999
12949,Geoff,Asrin,Senior Engineer,2/12/1992,1/1/9999
12960,Tayeb,Navazio,Engineer,8/19/1994,1/1/9999
12962,Paraskevi,Beerel,Senior Staff,10/21/2001,1/1/9999
12969,Mohan,Angot,Senior Staff,2/5/1999,1/1/9999
12977,Byong,Markovitch,Senior Engineer,8/23/1992,1/1/9999
12982,Sachem,Aamodt,Senior Engineer,1/11/2000,1/1/9999
12983,Elliott,Hambrick,Staff,6/28/1999,1/1/9999
12986,Khun,Hennebert,Senior Engineer,9/20/1990,1/1/9999
12987,Youngkon,Kading,Senior Engineer,5/3/2001,1/1/9999
13000,Adhemar,Chiodo,Engineer,7/5/1997,1/1/9999
13002,Henk,Muhlberg,Senior Engineer,5/3/1994,1/1/9999
13004,Fan,Beznosov,Senior Engineer,5/17/1996,1/1/9999
13008,Jayesh,Zaumen,Engineer,1/7/2000,1/1/9999
13011,Aamer,Glowinski,Technique Leader,5/18/1995,1/1/9999
13013,Heekeun,Baak,Engineer,1/22/2000,1/1/9999
13027,Paraskevi,Kohling,Technique Leader,1/23/1992,1/1/9999
13030,Yahiko,Kroll,Senior Staff,11/25/1999,1/1/9999
13034,Arunas,Rosen,Senior Staff,6/23/1992,1/1/9999
13046,Vivian,Stafford,Senior Staff,4/19/1987,1/1/9999
13047,Atilio,Chelton,Senior Engineer,2/25/1997,1/1/9999
13048,Kerhong,Massonet,Senior Engineer,11/14/1996,1/1/9999
13052,Aleksandar,Schlenzig,Senior Engineer,7/26/1996,1/1/9999
13054,Samphel,Masamoto,Senior Engineer,12/21/2001,1/1/9999
13065,Zine,Schiper,Senior Staff,1/26/2001,1/1/9999
13067,Wayne,Kornyak,Senior Engineer,11/24/1994,1/1/9999
13075,Rosella,Morrin,Senior Staff,8/17/1991,1/1/9999
13076,Deniz,Skafidas,Engineer,1/28/1995,1/1/9999
13084,Domenico,Pagter,Senior Staff,3/2/2002,1/1/9999
13086,Dzung,Domenig,Senior Staff,1/27/2000,1/1/9999
13093,Sajjan,Unno,Staff,9/18/1999,1/1/9999
13096,Ibibia,Armand,Senior Engineer,4/22/2001,1/1/9999
13103,Srinidhi,Ellozy,Senior Engineer,6/19/1988,1/1/9999
13108,Rance,Matteis,Senior Staff,12/14/1989,1/1/9999
13110,Maria,Kamble,Senior Engineer,7/16/1989,1/1/9999
13124,Quingbo,Garnick,Senior Staff,3/17/1985,1/1/9999
13126,Parviz,Hennebert,Senior Engineer,3/8/2002,1/1/9999
13133,Guther,Senzako,Senior Staff,9/3/1991,1/1/9999
13134,Lorien,Chepyzhov,Senior Engineer,10/22/1993,1/1/9999
13140,Shuji,Vidal,Staff,5/30/1999,1/1/9999
13143,Qingxiang,Ventosa,Technique Leader,2/25/1990,1/1/9999
13144,Persi,Nollmann,Senior Staff,6/19/1997,1/1/9999
13146,Haldon,Erie,Senior Staff,5/25/1985,1/1/9999
13147,Shichao,Ginesta,Senior Staff,6/29/1998,1/1/9999
13150,Mahmut,Stavenow,Technique Leader,6/15/1991,1/1/9999
13156,Akeel,Millington,Senior Engineer,8/18/2000,1/1/9999
13159,Jingling,Ranst,Staff,8/12/1999,1/1/9999
13161,Manu,Picci,Senior Engineer,1/2/1996,1/1/9999
13165,Lucian,Benner,Senior Engineer,3/17/1995,1/1/9999
13168,Munir,Stentiford,Senior Engineer,9/10/1992,1/1/9999
13170,Cheong,Bernardeschi,Senior Staff,1/9/1998,1/1/9999
13171,Anoosh,Birnbaum,Senior Engineer,8/31/1995,1/1/9999
13173,Arve,Horswill,Senior Staff,9/23/1996,1/1/9999
13175,Yucai,Swick,Senior Engineer,1/20/1998,1/1/9999
13179,Moty,Janocha,Staff,2/19/1999,1/1/9999
13182,Kokou,Rodite,Engineer,3/3/1999,1/1/9999
13186,Kyoichi,Barbanera,Senior Staff,4/29/1995,1/1/9999
13189,Yuuichi,Bazzichi,Staff,10/16/1999,1/1/9999
13192,Rosita,Flowers,Technique Leader,2/1/1993,1/1/9999
13200,Weidon,Pauthner,Senior Engineer,8/7/1998,1/1/9999
13202,Aram,Scharstein,Senior Staff,3/28/1992,1/1/9999
13203,Phule,Emmart,Senior Staff,1/12/1995,1/1/9999
13204,Mircea,Pellegrinelli,Assistant Engineer,12/16/1996,1/1/9999
13206,Tetsurou,Rullman,Staff,9/6/1999,1/1/9999
13210,Jianhua,Klassen,Senior Staff,7/27/2002,1/1/9999
13213,Hein,Billawala,Senior Staff,8/30/1993,1/1/9999
13216,Stabislas,Weedman,Staff,5/23/1999,1/1/9999
13227,Goncalo,Pell,Staff,2/3/1997,1/1/9999
13232,Mitchel,Fujisaki,Technique Leader,6/2/1986,1/1/9999
13233,Alselm,Chvatal,Senior Engineer,3/31/1995,1/1/9999
13235,Taizo,Remmers,Engineer,4/23/1998,1/1/9999
13238,Ebru,Foote,Senior Staff,10/10/1998,1/1/9999
13240,King,Pileggi,Senior Engineer,3/10/2001,1/1/9999
13246,Adil,Siepmann,Staff,12/31/1999,1/1/9999
